wav_filename,wav_filesize,transcript
ei-04_aug11.wav,39404,ei
ei-12_aug11.wav,32364,ei
ei-08_aug12.wav,28844,ei
ei-07_aug15.wav,42924,ei
ei-04_aug9.wav,39404,ei
ei-07_aug3.wav,42924,ei
ei-05_aug13.wav,27884,ei
ei-04_aug1.wav,39404,ei
ei-06_aug4.wav,43564,ei
ei-04_aug8.wav,39404,ei
ei-06_aug18.wav,43564,ei
ei-09_aug19.wav,29484,ei
ei-08_aug19.wav,28844,ei
ei-07_aug2.wav,42924,ei
ei-04_aug12.wav,39404,ei
ei-11_aug3.wav,37164,ei
ei-11_aug13.wav,37164,ei
ei-05_aug9.wav,27884,ei
ei-07_aug18.wav,42924,ei
ei-14_aug11.wav,20364,ei
ei-06_aug17.wav,43564,ei
ei-14_aug13.wav,20364,ei
ei-14_aug5.wav,20364,ei
ei-03_aug11.wav,34924,ei
ei-11_aug19.wav,37164,ei
ei-06_aug15.wav,43564,ei
musiikki-01_aug8.wav,29766,musiikki
musiikki-09_aug13.wav,37938,musiikki
musiikki-07_aug12.wav,33110,musiikki
musiikki-04_aug16.wav,30508,musiikki
musiikki-07_aug7.wav,33110,musiikki
musiikki-01_aug10.wav,29766,musiikki
musiikki-06_aug19.wav,34596,musiikki
musiikki-08_aug8.wav,24566,musiikki
musiikki-09_aug7.wav,37938,musiikki
musiikki-09_aug11.wav,37938,musiikki
musiikki-09_aug12.wav,37938,musiikki
musiikki-07_aug11.wav,33110,musiikki
musiikki-09_aug10.wav,37938,musiikki
musiikki-05_aug5.wav,21592,musiikki
musiikki-09_aug5.wav,37938,musiikki
musiikki-05_aug9.wav,21592,musiikki
musiikki-08_aug13.wav,24566,musiikki
musiikki-03_aug9.wav,22706,musiikki
musiikki-02_aug16.wav,30508,musiikki
musiikki-08_aug15.wav,24566,musiikki
musiikki-02_aug5.wav,30508,musiikki
musiikki-08_aug3.wav,24566,musiikki
musiikki-07_aug19.wav,33110,musiikki
musiikki-01_aug14.wav,29766,musiikki
musiikki-05_aug17.wav,21592,musiikki
musiikki-08_aug9.wav,24566,musiikki
musiikki-06_aug14.wav,34596,musiikki
musiikki-02_aug20.wav,30508,musiikki
musiikki-03_aug5.wav,22706,musiikki
musiikki-02_aug14.wav,30508,musiikki
musiikki-06_aug1.wav,34596,musiikki
musiikki-03_aug11.wav,22706,musiikki
musiikki-07_aug15.wav,33110,musiikki
musiikki-06_aug8.wav,34596,musiikki
musiikki-04_aug12.wav,30508,musiikki
musiikki-03_aug17.wav,22706,musiikki
musiikki-04_aug10.wav,30508,musiikki
musiikki-08_aug2.wav,24566,musiikki
musiikki-05_aug8.wav,21592,musiikki
musiikki-08_aug12.wav,24566,musiikki
musiikki-08_aug10.wav,24566,musiikki
musiikki-02_aug19.wav,30508,musiikki
musiikki-06_aug11.wav,34596,musiikki
musiikki-04_aug15.wav,30508,musiikki
musiikki-04_aug20.wav,30508,musiikki
musiikki-08_aug16.wav,24566,musiikki
musiikki-06_aug7.wav,34596,musiikki
musiikki-09_aug6.wav,37938,musiikki
musiikki-05_aug18.wav,21592,musiikki
musiikki-01_aug20.wav,29766,musiikki
musiikki-05_aug2.wav,21592,musiikki
musiikki-09_aug15.wav,37938,musiikki
musiikki-04_aug9.wav,30508,musiikki
musiikki-07_aug16.wav,33110,musiikki
musiikki-06_aug13.wav,34596,musiikki
musiikki-01_aug12.wav,29766,musiikki
musiikki-06_aug16.wav,34596,musiikki
musiikki-03_aug16.wav,22706,musiikki
musiikki-05_aug16.wav,21592,musiikki
musiikki-08_aug6.wav,24566,musiikki
musiikki-02_aug12.wav,30508,musiikki
musiikki-08_aug1.wav,24566,musiikki
musiikki-05_aug6.wav,21592,musiikki
musiikki-01_aug15.wav,29766,musiikki
musiikki-07_aug18.wav,33110,musiikki
musiikki-09_aug4.wav,37938,musiikki
musiikki-04_aug8.wav,30508,musiikki
musiikki-03_aug3.wav,22706,musiikki
musiikki-09_aug16.wav,37938,musiikki
musiikki-08_aug14.wav,24566,musiikki
musiikki-01_aug18.wav,29766,musiikki
musiikki-04_aug5.wav,30508,musiikki
musiikki-04_aug3.wav,30508,musiikki
musiikki-02_aug10.wav,30508,musiikki
musiikki-02_aug2.wav,30508,musiikki
musiikki-07_aug10.wav,33110,musiikki
musiikki-09_aug2.wav,37938,musiikki
musiikki-07_aug17.wav,33110,musiikki
musiikki-06_aug20.wav,34596,musiikki
musiikki-03_aug2.wav,22706,musiikki
musiikki-04_aug18.wav,30508,musiikki
musiikki-07_aug1.wav,33110,musiikki
musiikki-05_aug13.wav,21592,musiikki
musiikki-09_aug8.wav,37938,musiikki
musiikki-07_aug13.wav,33110,musiikki
musiikki-04_aug17.wav,30508,musiikki
musiikki-01_aug5.wav,29766,musiikki
musiikki-04_aug7.wav,30508,musiikki
musiikki-02_aug6.wav,30508,musiikki
musiikki-03_aug20.wav,22706,musiikki
musiikki-07_aug4.wav,33110,musiikki
musiikki-02_aug9.wav,30508,musiikki
musiikki-03_aug14.wav,22706,musiikki
musiikki-04_aug13.wav,30508,musiikki
musiikki-05_aug20.wav,21592,musiikki
musiikki-05_aug4.wav,21592,musiikki
musiikki-03_aug18.wav,22706,musiikki
musiikki-07_aug5.wav,33110,musiikki
musiikki-02_aug8.wav,30508,musiikki
musiikki-03_aug19.wav,22706,musiikki
musiikki-07_aug14.wav,33110,musiikki
musiikki-01_aug3.wav,29766,musiikki
musiikki-03_aug1.wav,22706,musiikki
musiikki-01_aug17.wav,29766,musiikki
musiikki-03_aug8.wav,22706,musiikki
musiikki-06_aug4.wav,34596,musiikki
musiikki-02_aug3.wav,30508,musiikki
musiikki-02_aug11.wav,30508,musiikki
musiikki-08_aug20.wav,24566,musiikki
musiikki-03_aug15.wav,22706,musiikki
musiikki-08_aug4.wav,24566,musiikki
musiikki-06_aug10.wav,34596,musiikki
musiikki-01_aug9.wav,29766,musiikki
musiikki-09_aug14.wav,37938,musiikki
musiikki-09_aug1.wav,37938,musiikki
musiikki-01_aug1.wav,29766,musiikki
musiikki-08_aug17.wav,24566,musiikki
musiikki-05_aug3.wav,21592,musiikki
musiikki-03_aug13.wav,22706,musiikki
musiikki-02_aug1.wav,30508,musiikki
musiikki-03_aug7.wav,22706,musiikki
musiikki-05_aug7.wav,21592,musiikki
musiikki-06_aug17.wav,34596,musiikki
musiikki-01_aug2.wav,29766,musiikki
musiikki-04_aug4.wav,30508,musiikki
musiikki-07_aug2.wav,33110,musiikki
musiikki-01_aug4.wav,29766,musiikki
musiikki-06_aug2.wav,34596,musiikki
musiikki-09_aug9.wav,37938,musiikki
musiikki-02_aug4.wav,30508,musiikki
musiikki-08_aug19.wav,24566,musiikki
musiikki-09_aug3.wav,37938,musiikki
musiikki-06_aug18.wav,34596,musiikki
musiikki-06_aug15.wav,34596,musiikki
musiikki-04_aug2.wav,30508,musiikki
musiikki-08_aug5.wav,24566,musiikki
musiikki-05_aug12.wav,21592,musiikki
musiikki-08_aug7.wav,24566,musiikki
musiikki-06_aug9.wav,34596,musiikki
musiikki-07_aug6.wav,33110,musiikki
musiikki-01_aug16.wav,29766,musiikki
musiikki-01_aug7.wav,29766,musiikki
musiikki-04_aug11.wav,30508,musiikki
musiikki-04_aug1.wav,30508,musiikki
musiikki-04_aug19.wav,30508,musiikki
musiikki-01_aug19.wav,29766,musiikki
musiikki-07_aug3.wav,33110,musiikki
musiikki-01_aug13.wav,29766,musiikki
musiikki-03_aug6.wav,22706,musiikki
musiikki-07_aug9.wav,33110,musiikki
musiikki-05_aug14.wav,21592,musiikki
musiikki-06_aug12.wav,34596,musiikki
musiikki-01_aug6.wav,29766,musiikki
musiikki-04_aug14.wav,30508,musiikki
musiikki-05_aug1.wav,21592,musiikki
musiikki-03_aug10.wav,22706,musiikki
musiikki-03_aug12.wav,22706,musiikki
musiikki-03_aug4.wav,22706,musiikki
musiikki-02_aug13.wav,30508,musiikki
musiikki-02_aug15.wav,30508,musiikki
musiikki-01_aug11.wav,29766,musiikki
musiikki-02_aug17.wav,30508,musiikki
musiikki-06_aug3.wav,34596,musiikki
musiikki-04_aug6.wav,30508,musiikki
musiikki-08_aug18.wav,24566,musiikki
musiikki-05_aug19.wav,21592,musiikki
musiikki-02_aug18.wav,30508,musiikki
musiikki-08_aug11.wav,24566,musiikki
musiikki-05_aug15.wav,21592,musiikki
musiikki-07_aug20.wav,33110,musiikki
musiikki-02_aug7.wav,30508,musiikki
musiikki-06_aug5.wav,34596,musiikki
musiikki-07_aug8.wav,33110,musiikki
musiikki-05_aug11.wav,21592,musiikki
musiikki-06_aug6.wav,34596,musiikki
musiikki-05_aug10.wav,21592,musiikki
kello-07_aug3.wav,32364,kello
kello-07_aug20.wav,32364,kello
kello-07_aug12.wav,32364,kello
kello-07_aug5.wav,32364,kello
kello-12_aug11.wav,45964,kello
kello-12_aug1.wav,45964,kello
kello-09_aug17.wav,31724,kello
kello-10_aug14.wav,37164,kello
kello-07_aug4.wav,32364,kello
kello-04_aug18.wav,27244,kello
kello-05_aug12.wav,35244,kello
kello-03_aug16.wav,23404,kello
kello-12_aug8.wav,45964,kello
kello-03_aug10.wav,23404,kello
kello-06_aug5.wav,30444,kello
kello-05_aug20.wav,35244,kello
kello-07_aug16.wav,32364,kello
kello-10_aug2.wav,37164,kello
kello-11_aug18.wav,41324,kello
kello-10_aug15.wav,37164,kello
kello-03_aug12.wav,23404,kello
kello-08_aug15.wav,25964,kello
kello-04_aug8.wav,27244,kello
kello-04_aug2.wav,27244,kello
kello-11_aug2.wav,41324,kello
kello-08_aug14.wav,25964,kello
kello-11_aug19.wav,41324,kello
kello-09_aug15.wav,31724,kello
kello-11_aug3.wav,41324,kello
kello-04_aug6.wav,27244,kello
kello-09_aug13.wav,31724,kello
kello-12_aug7.wav,45964,kello
kello-09_aug6.wav,31724,kello
kello-08_aug3.wav,25964,kello
kello-09_aug11.wav,31724,kello
kello-03_aug11.wav,23404,kello
kello-10_aug13.wav,37164,kello
kello-12_aug17.wav,45964,kello
kello-05_aug17.wav,35244,kello
kello-06_aug17.wav,30444,kello
kello-08_aug1.wav,25964,kello
kello-06_aug10.wav,30444,kello
kello-12_aug6.wav,45964,kello
kello-10_aug10.wav,37164,kello
kello-08_aug17.wav,25964,kello
kello-04_aug7.wav,27244,kello
kello-10_aug1.wav,37164,kello
kello-09_aug2.wav,31724,kello
kello-11_aug8.wav,41324,kello
kello-10_aug7.wav,37164,kello
kello-12_aug12.wav,45964,kello
kello-09_aug8.wav,31724,kello
kello-12_aug13.wav,45964,kello
kello-09_aug9.wav,31724,kello
kello-12_aug4.wav,45964,kello
kello-06_aug11.wav,30444,kello
kello-12_aug5.wav,45964,kello
kello-04_aug20.wav,27244,kello
kello-11_aug14.wav,41324,kello
kello-04_aug9.wav,27244,kello
kello-05_aug14.wav,35244,kello
kello-12_aug10.wav,45964,kello
kello-08_aug16.wav,25964,kello
kello-11_aug10.wav,41324,kello
kello-04_aug4.wav,27244,kello
kello-06_aug3.wav,30444,kello
kello-10_aug5.wav,37164,kello
kello-12_aug2.wav,45964,kello
kello-04_aug3.wav,27244,kello
kello-05_aug4.wav,35244,kello
kello-10_aug16.wav,37164,kello
kello-05_aug2.wav,35244,kello
kello-08_aug2.wav,25964,kello
kello-12_aug16.wav,45964,kello
kello-08_aug10.wav,25964,kello
kello-05_aug16.wav,35244,kello
kello-11_aug6.wav,41324,kello
kello-08_aug7.wav,25964,kello
kello-04_aug1.wav,27244,kello
kello-09_aug19.wav,31724,kello
kello-03_aug14.wav,23404,kello
kello-08_aug18.wav,25964,kello
kello-12_aug14.wav,45964,kello
kello-12_aug19.wav,45964,kello
kello-05_aug13.wav,35244,kello
kello-04_aug10.wav,27244,kello
kello-07_aug14.wav,32364,kello
kello-08_aug13.wav,25964,kello
kello-06_aug7.wav,30444,kello
kello-04_aug19.wav,27244,kello
kello-05_aug15.wav,35244,kello
kello-06_aug20.wav,30444,kello
kello-04_aug16.wav,27244,kello
kello-05_aug10.wav,35244,kello
kello-07_aug13.wav,32364,kello
kello-10_aug8.wav,37164,kello
kello-06_aug6.wav,30444,kello
kello-04_aug14.wav,27244,kello
kello-10_aug4.wav,37164,kello
kello-11_aug15.wav,41324,kello
kello-12_aug20.wav,45964,kello
kello-09_aug12.wav,31724,kello
kello-11_aug4.wav,41324,kello
kello-06_aug2.wav,30444,kello
kello-03_aug13.wav,23404,kello
kello-06_aug19.wav,30444,kello
kello-05_aug1.wav,35244,kello
kello-05_aug11.wav,35244,kello
kello-11_aug5.wav,41324,kello
kello-07_aug10.wav,32364,kello
kello-06_aug8.wav,30444,kello
kello-04_aug17.wav,27244,kello
kello-06_aug9.wav,30444,kello
kello-11_aug1.wav,41324,kello
kello-08_aug4.wav,25964,kello
kello-06_aug4.wav,30444,kello
kello-05_aug7.wav,35244,kello
kello-09_aug4.wav,31724,kello
kello-09_aug7.wav,31724,kello
kello-11_aug17.wav,41324,kello
kello-11_aug16.wav,41324,kello
kello-03_aug20.wav,23404,kello
kello-10_aug18.wav,37164,kello
kello-10_aug11.wav,37164,kello
kello-08_aug19.wav,25964,kello
kello-12_aug3.wav,45964,kello
kello-05_aug18.wav,35244,kello
kello-08_aug5.wav,25964,kello
kello-08_aug9.wav,25964,kello
kello-09_aug18.wav,31724,kello
kello-12_aug15.wav,45964,kello
kello-05_aug8.wav,35244,kello
kello-10_aug9.wav,37164,kello
kello-09_aug14.wav,31724,kello
kello-11_aug7.wav,41324,kello
kello-07_aug2.wav,32364,kello
kello-07_aug6.wav,32364,kello
kello-07_aug1.wav,32364,kello
kello-09_aug1.wav,31724,kello
kello-09_aug10.wav,31724,kello
kello-12_aug9.wav,45964,kello
kello-10_aug3.wav,37164,kello
kello-04_aug11.wav,27244,kello
kello-10_aug12.wav,37164,kello
kello-08_aug11.wav,25964,kello
kello-05_aug9.wav,35244,kello
kello-07_aug17.wav,32364,kello
kello-06_aug15.wav,30444,kello
kello-07_aug18.wav,32364,kello
kello-09_aug5.wav,31724,kello
kello-06_aug13.wav,30444,kello
kello-06_aug14.wav,30444,kello
kello-09_aug16.wav,31724,kello
kello-11_aug11.wav,41324,kello
kello-08_aug20.wav,25964,kello
kello-04_aug12.wav,27244,kello
kello-03_aug18.wav,23404,kello
kello-07_aug9.wav,32364,kello
kello-06_aug18.wav,30444,kello
kello-07_aug7.wav,32364,kello
kello-10_aug19.wav,37164,kello
kello-09_aug3.wav,31724,kello
kello-03_aug17.wav,23404,kello
kello-05_aug3.wav,35244,kello
kello-03_aug9.wav,23404,kello
kello-11_aug12.wav,41324,kello
kello-05_aug5.wav,35244,kello
kello-07_aug11.wav,32364,kello
kello-04_aug5.wav,27244,kello
kello-03_aug15.wav,23404,kello
kello-11_aug20.wav,41324,kello
kello-06_aug12.wav,30444,kello
kello-08_aug12.wav,25964,kello
kello-07_aug8.wav,32364,kello
kello-11_aug9.wav,41324,kello
kello-07_aug19.wav,32364,kello
kello-06_aug1.wav,30444,kello
kello-07_aug15.wav,32364,kello
kello-06_aug16.wav,30444,kello
kello-03_aug19.wav,23404,kello
kello-11_aug13.wav,41324,kello
kello-12_aug18.wav,45964,kello
kello-10_aug6.wav,37164,kello
kello-05_aug6.wav,35244,kello
kello-05_aug19.wav,35244,kello
kello-08_aug8.wav,25964,kello
kello-10_aug20.wav,37164,kello
kello-08_aug6.wav,25964,kello
kello-04_aug15.wav,27244,kello
kello-10_aug17.wav,37164,kello
kello-04_aug13.wav,27244,kello
kello-09_aug20.wav,31724,kello
sää-04_aug6.wav,37484,sää
sää-11_aug8.wav,47724,sää
sää-12_aug5.wav,39404,sää
sää-04_aug19.wav,37484,sää
sää-13_aug4.wav,45164,sää
sää-09_aug2.wav,41964,sää
sää-08_aug1.wav,42284,sää
sää-08_aug6.wav,42284,sää
sää-11_aug2.wav,47724,sää
sää-06_aug4.wav,31084,sää
sää-06_aug15.wav,31084,sää
sää-08_aug20.wav,42284,sää
sää-06_aug19.wav,31084,sää
sää-10_aug15.wav,35884,sää
sää-14_aug4.wav,32524,sää
sää-09_aug3.wav,41964,sää
sää-09_aug15.wav,41964,sää
sää-05_aug16.wav,42284,sää
sää-04_aug11.wav,37484,sää
sää-12_aug9.wav,39404,sää
sää-05_aug5.wav,42284,sää
sää-14_aug13.wav,32524,sää
sää-06_aug12.wav,31084,sää
sää-13_aug17.wav,45164,sää
sää-11_aug13.wav,47724,sää
sää-11_aug3.wav,47724,sää
sää-13_aug9.wav,45164,sää
sää-09_aug17.wav,41964,sää
sää-07_aug14.wav,31404,sää
sää-10_aug12.wav,35884,sää
sää-08_aug11.wav,42284,sää
sää-07_aug20.wav,31404,sää
sää-13_aug16.wav,45164,sää
sää-14_aug16.wav,32524,sää
sää-10_aug20.wav,35884,sää
sää-14_aug9.wav,32524,sää
sää-07_aug17.wav,31404,sää
sää-08_aug5.wav,42284,sää
sää-13_aug2.wav,45164,sää
sää-10_aug18.wav,35884,sää
sää-13_aug1.wav,45164,sää
sää-12_aug2.wav,39404,sää
sää-14_aug5.wav,32524,sää
sää-06_aug7.wav,31084,sää
sää-07_aug16.wav,31404,sää
sää-06_aug5.wav,31084,sää
sää-11_aug7.wav,47724,sää
sää-14_aug12.wav,32524,sää
sää-06_aug6.wav,31084,sää
sää-13_aug18.wav,45164,sää
sää-13_aug7.wav,45164,sää
sää-08_aug19.wav,42284,sää
sää-11_aug14.wav,47724,sää
sää-10_aug19.wav,35884,sää
sää-07_aug13.wav,31404,sää
sää-14_aug6.wav,32524,sää
sää-10_aug8.wav,35884,sää
sää-14_aug20.wav,32524,sää
sää-10_aug9.wav,35884,sää
sää-04_aug17.wav,37484,sää
sää-04_aug20.wav,37484,sää
sää-13_aug19.wav,45164,sää
sää-08_aug17.wav,42284,sää
sää-14_aug2.wav,32524,sää
sää-11_aug10.wav,47724,sää
sää-09_aug1.wav,41964,sää
sää-14_aug18.wav,32524,sää
sää-12_aug20.wav,39404,sää
sää-09_aug8.wav,41964,sää
sää-06_aug18.wav,31084,sää
sää-09_aug4.wav,41964,sää
sää-12_aug1.wav,39404,sää
sää-06_aug3.wav,31084,sää
sää-10_aug10.wav,35884,sää
sää-07_aug3.wav,31404,sää
sää-07_aug4.wav,31404,sää
sää-10_aug4.wav,35884,sää
sää-07_aug7.wav,31404,sää
sää-06_aug2.wav,31084,sää
sää-05_aug17.wav,42284,sää
sää-14_aug10.wav,32524,sää
sää-03_aug17.wav,35884,sää
sää-13_aug3.wav,45164,sää
sää-09_aug7.wav,41964,sää
sää-05_aug8.wav,42284,sää
sää-12_aug15.wav,39404,sää
sää-05_aug1.wav,42284,sää
sää-09_aug14.wav,41964,sää
sää-09_aug12.wav,41964,sää
sää-10_aug1.wav,35884,sää
sää-04_aug5.wav,37484,sää
sää-08_aug4.wav,42284,sää
sää-07_aug6.wav,31404,sää
sää-09_aug13.wav,41964,sää
sää-04_aug8.wav,37484,sää
sää-13_aug6.wav,45164,sää
sää-11_aug15.wav,47724,sää
sää-09_aug16.wav,41964,sää
sää-06_aug8.wav,31084,sää
sää-08_aug7.wav,42284,sää
sää-10_aug17.wav,35884,sää
sää-04_aug12.wav,37484,sää
sää-13_aug20.wav,45164,sää
sää-05_aug7.wav,42284,sää
sää-10_aug11.wav,35884,sää
sää-11_aug6.wav,47724,sää
sää-11_aug1.wav,47724,sää
sää-12_aug18.wav,39404,sää
sää-05_aug3.wav,42284,sää
sää-05_aug4.wav,42284,sää
sää-06_aug13.wav,31084,sää
sää-04_aug9.wav,37484,sää
sää-09_aug5.wav,41964,sää
sää-12_aug3.wav,39404,sää
sää-10_aug7.wav,35884,sää
sää-11_aug19.wav,47724,sää
sää-11_aug5.wav,47724,sää
sää-06_aug9.wav,31084,sää
sää-12_aug17.wav,39404,sää
sää-11_aug12.wav,47724,sää
sää-05_aug6.wav,42284,sää
sää-13_aug12.wav,45164,sää
sää-08_aug14.wav,42284,sää
sää-13_aug5.wav,45164,sää
sää-04_aug7.wav,37484,sää
sää-05_aug15.wav,42284,sää
sää-06_aug20.wav,31084,sää
sää-10_aug13.wav,35884,sää
sää-07_aug10.wav,31404,sää
sää-08_aug12.wav,42284,sää
sää-12_aug13.wav,39404,sää
sää-07_aug11.wav,31404,sää
sää-10_aug16.wav,35884,sää
sää-06_aug1.wav,31084,sää
sää-05_aug19.wav,42284,sää
sää-07_aug12.wav,31404,sää
sää-13_aug13.wav,45164,sää
sää-08_aug16.wav,42284,sää
sää-13_aug11.wav,45164,sää
sää-12_aug6.wav,39404,sää
